지역,이름,주소,브랜드,휘발유,경유,셀프,세차,편의점,24시간
서대문구,HD현대오일뱅크㈜직영 연세주유소,서울 서대문구 연희로 184,HD현대오일뱅크,"1,624","1,569",Y,Y,N,N
서대문구,㈜한화미 구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,"1,629","1,539",Y,Y,N,N
서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스,"1,638","1,528",N,N,N,N
서대문구,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SK에너지,"1,658","1,558",Y,N,Y,N
서대문구,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),SK에너지,"1,678","1,569",Y,Y,N,N
서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,"1,678","1,569",Y,Y,Y,Y
서대문구,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87,S-OIL,"1,689","1,599",Y,Y,N,N
서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,"1,695","1,595",N,Y,N,N
서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지,"1,695","1,595",N,Y,Y,N
서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),"1,619","1,479",Y,N,Y,Y
서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,"1,635","1,515",Y,Y,N,N
서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,"1,645","1,515",Y,N,N,N
서초구,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GS칼텍스,"1,655","1,525",Y,N,N,N
서초구,씨앤에스유통㈜ 내곡드림주유소,서울 서초구 헌릉로 177 (내곡동),S-OIL,"1,655","1,525",Y,Y,N,N
서초구,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),S-OIL,"1,655","1,525",Y,Y,N,N
서초구,에너지 플러스 허브 내곡,서울 서초구 헌릉로 210,GS칼텍스,"1,659","1,529",Y,Y,N,Y
서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,"1,674","1,554",N,Y,N,N
서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GS칼텍스,"1,675","1,569",N,Y,N,N
서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,"1,679","1,555",N,Y,Y,N
서초구,말죽거리주유소,서울 서초구 남부순환로 2650,GS칼텍스,"1,679","1,579",N,N,N,N
서초구,HD현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),HD현대오일뱅크,"1,679","1,625",N,Y,N,N
서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,"1,685","1,565",Y,N,N,N
서초구,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GS칼텍스,"1,689","1,645",Y,Y,N,Y
서초구,한독주유소,서울 서초구 방배로 218 (방배동),GS칼텍스,"1,689","1,565",Y,N,N,N
서초구,반포그린주유소,서울 서초구 서초중앙로 239,GS칼텍스,"1,689","1,645",Y,Y,N,N
서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),SK에너지,"1,689","1,565",Y,Y,N,Y
서초구,HD현대오일뱅크㈜직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),HD현대오일뱅크,"1,690","1,594",N,N,N,Y
서초구,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구 효령로 356 (서초동),S-OIL,"1,694","1,558",Y,Y,N,N
서초구,HD현대오일뱅크㈜직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),HD현대오일뱅크,"1,694","1,588",N,Y,N,N
서초구,HD현대오일뱅크㈜직영 서초제일주유소,서울 서초구 사임당로 116,HD현대오일뱅크,"1,699","1,628",N,Y,N,N
서초구,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SK에너지,"1,699","1,589",Y,Y,N,N
서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,"1,725","1,615",N,Y,N,Y
서초구,양재주유소,서울 서초구 바우뫼로 178,SK에너지,"1,726","1,614",N,Y,N,Y
서초구,서초우면산주유소,서울 서초구 양재대로2길 100-30,S-OIL,"1,728","1,598",Y,Y,N,N
서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SK에너지,"1,737","1,617",Y,Y,Y,N
서초구,HD현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,HD현대오일뱅크,"1,756","1,654",N,Y,N,N
서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,"1,790","1,759",Y,Y,Y,Y
서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SK에너지,"1,998","1,898",N,Y,N,N
서초구,(주)선문에너지 중앙주유소,서울특별시 서초구 바우뫼로 219 (양재1동),HD현대오일뱅크,"2,258","1,998",N,Y,N,N
성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,"1,535","1,419",Y,Y,N,Y
성동구,㈜성동에너지,서울 성동구 천호대로 392,HD현대오일뱅크,"1,535","1,419",Y,Y,N,N
성동구,정호주유소,서울 성동구 고산자로 307 (마장동),자가상표,"1,588","1,458",N,N,N,N
성동구,아이콘주유소,서울 성동구 고산자로 273 (도선동),S-OIL,"1,618","1,468",Y,Y,N,Y
성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),HD현대오일뱅크,"1,619","1,489",Y,N,N,N
성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),GS칼텍스,"1,654","1,538",N,Y,N,N
성동구,HD현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,HD현대오일뱅크,"1,655","1,538",N,Y,N,Y
성동구,KH에너지㈜직영 성수만세주유소,서울 성동구 왕십리로 109,SK에너지,"1,655","1,538",Y,Y,N,N
성동구,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GS칼텍스,"1,655","1,538",Y,Y,N,Y
성동구,SK에너지(주) 군자동주유소,서울특별시 성동구 천호대로 446 (용답동),SK에너지,"1,669","1,549",N,Y,N,Y
성동구,HD현대오일뱅크㈜직영 성동셀프주유소,서울 성동구 마장로 311 (마장동),HD현대오일뱅크,"1,707","1,547",Y,Y,N,N
성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352,SK에너지,"1,759","1,649",N,Y,N,N
성동구,SK세원2주유소,서울 성동구 광나루로 184,SK에너지,"1,775","1,655",N,Y,N,N
성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,"1,965","1,824",N,Y,N,N
성동구,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SK에너지,"2,195","2,095",N,Y,N,N
성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,"2,268","2,077",N,N,N,N
성북구,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),GS칼텍스,"1,589","1,459",Y,Y,N,N
성북구,신방주유소,서울 성북구 안암로 111 (안암동5가),S-OIL,"1,589","1,459",N,N,N,N
성북구,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),GS칼텍스,"1,589","1,459",Y,Y,N,Y
성북구,㈜원천주유소,서울 성북구 돌곶이로 142,GS칼텍스,"1,589","1,458",Y,N,N,N
성북구,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,HD현대오일뱅크,"1,589","1,459",Y,Y,N,N
성북구,㈜스마일에너지 신동방주유소,서울 성북구 월계로 84 (장위동),S-OIL,"1,595","1,469",Y,N,N,N
성북구,(주)성북주유소,서울 성북구 보문로 142,HD현대오일뱅크,"1,595","1,475",Y,Y,N,N
성북구,장위주유소,서울 성북구 화랑로 110 (하월곡동),S-OIL,"1,614","1,474",Y,Y,N,Y
성북구,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,GS칼텍스,"1,615","1,495",Y,Y,N,Y
성북구,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),GS칼텍스,"1,615","1,505",Y,Y,N,Y
성북구,장삼 쌍둥이 주유소,서울 성북구 한천로 612 (장위동),HD현대오일뱅크,"1,615","1,485",Y,Y,N,N
성북구,중앙에너비스 종암지점,서울 성북구 종암로 58,SK에너지,"1,615","1,475",Y,Y,N,Y
성북구,HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),HD현대오일뱅크,"1,619","1,495",Y,Y,N,N
성북구,HD현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),HD현대오일뱅크,"1,619","1,495",Y,Y,N,N
성북구,우리주유소,서울 성북구 화랑로 292,SK에너지,"1,624","1,485",Y,Y,N,Y
성북구,동일주유소,서울특별시 성북구 보문로 85 (보문동5가),S-OIL,"1,655","1,575",Y,Y,N,N
성북구,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),SK에너지,"1,671","1,537",N,N,N,N
성북구,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,S-OIL,"1,673","1,543",Y,Y,N,N
성북구,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,GS칼텍스,"1,719","1,599",N,N,N,N
성북구,삼선주유소,서울 성북구 창경궁로 324,S-OIL,"1,762","1,628",Y,Y,N,N
성북구,HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96,HD현대오일뱅크,"1,785","1,655",N,Y,N,N
성북구,아이에스피시그넷㈜ 서울북부고속주유소,서울 성북구 삼양로 78,SK에너지,"1,899","1,699",N,N,N,N
성북구,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,GS칼텍스,"1,899","1,779",Y,N,N,N
송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,"1,623","1,513",Y,Y,N,Y
송파구,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,"1,623","1,513",Y,Y,N,Y
송파구,위례드림주유소,서울시 송파구 위례중앙로 10,S-OIL,"1,623","1,513",Y,Y,N,Y
송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),GS칼텍스,"1,623","1,513",Y,Y,N,N
송파구,대성주유소,서울 송파구 마천로 230,SK에너지,"1,638","1,538",N,Y,N,N
송파구,위례제일주유소 (주)버드에너지,서울 송파구 위례서로 260,S-OIL,"1,643","1,533",Y,Y,N,N
송파구,상아주유소,서울 송파구 거마로 82,S-OIL,"1,645","1,538",Y,Y,N,N
송파구,(주)유진주유소,서울 송파구 동남로 325 (오금동),SK에너지,"1,645","1,543",N,Y,N,N
송파구,㈜지에스이앤알 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),HD현대오일뱅크,"1,653","1,533",Y,Y,N,Y
송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),SK에너지,"1,653","1,533",Y,Y,N,Y
송파구,삼화주유소,서울 송파구 백제고분로 125,GS칼텍스,"1,653","1,533",Y,N,N,Y
송파구,송파스마일주유소,서울 송파구 송이로 28,GS칼텍스,"1,653","1,533",Y,N,N,N
송파구,HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397,HD현대오일뱅크,"1,653","1,533",Y,N,N,Y
송파구,(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),GS칼텍스,"1,663","1,543",Y,Y,N,N
송파구,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),SK에너지,"1,669","1,533",Y,Y,N,Y
송파구,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,S-OIL,"1,670","1,580",N,N,N,N
송파구,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),S-OIL,"1,673","1,563",Y,Y,N,Y
송파구,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58,GS칼텍스,"1,673","1,563",Y,Y,N,N
송파구,완불주유소,서울 송파구 송파대로 3,SK에너지,"1,683","1,598",Y,Y,N,Y
송파구,(주)정직한주유소,서울 송파구 오금로 455 (거여동),HD현대오일뱅크,"1,685","1,585",Y,Y,N,N
송파구,제트라인DM주유소,서울 송파구 중대로 183 (가락동),HD현대오일뱅크,"1,685","1,578",N,N,N,N
송파구,(주)삼표에너지 우리주유소,서울 송파구 동남로 153,GS칼텍스,"1,692","1,578",Y,Y,N,N
송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,"1,697","1,597",N,N,N,N
송파구,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,"1,787","1,674",Y,Y,Y,Y
송파구,방이주유소,서울 송파구 위례성대로12길 38 (방이동),SK에너지,"1,787","1,674",N,Y,N,N
송파구,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),HD현대오일뱅크,"1,789","1,679",Y,Y,N,Y
송파구,(유)호림플러스홀딩스 남성주유소,서울 송파구 백제고분로 474,HD현대오일뱅크,"1,793","1,599",Y,Y,N,N
송파구,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),SK에너지,"1,898","1,798",N,Y,N,N
양천구,플라트(주)서호주유소,서울 양천구 남부순환로 317,GS칼텍스,"1,546","1,435",Y,Y,N,N
양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,"1,546","1,435",Y,Y,N,N
양천구,㈜자연에너지 남부주유소,서울 양천구 남부순환로 553 (신월동),HD현대오일뱅크,"1,546","1,435",Y,Y,N,N
양천구,가로공원주유소,서울 양천구 가로공원로 165 (신월동),SK에너지,"1,586","1,465",N,Y,N,Y
양천구,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),SK에너지,"1,586","1,465",Y,Y,N,N
양천구,신월주유소,서울 양천구 신월로 193 (신월동),GS칼텍스,"1,588","1,488",Y,N,N,N
양천구,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),SK에너지,"1,594","1,479",Y,N,N,N
양천구,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),SK에너지,"1,594","1,499",Y,N,N,N
양천구,양천구주유소,서울 양천구 국회대로 275,HD현대오일뱅크,"1,598","1,498",Y,Y,N,Y
양천구,㈜지에스이앤알 서울주유소,서울 양천구 신정로 236 (신정동),GS칼텍스,"1,639","1,469",Y,Y,N,N
양천구,신정동주유소,서울 양천구 안양천로 663 (신정동),HD현대오일뱅크,"1,647","1,527",Y,Y,Y,N
양천구,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,HD현대오일뱅크,"1,655","1,549",Y,Y,N,N
양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,HD현대오일뱅크,"1,659","1,529",N,Y,N,N
양천구,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,"1,664","1,564",Y,Y,N,N
양천구,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),GS칼텍스,"1,664","1,564",Y,Y,N,N
양천구,SK에너지㈜ 신평,서울 양천구 목동남로 62,SK에너지,"1,665","1,583",N,Y,N,N
양천구,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),HD현대오일뱅크,"1,672","1,577",N,N,N,N
양천구,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),HD현대오일뱅크,"1,676","1,570",Y,N,N,N
양천구,목동주유소,서울 양천구 목동중앙로 125 (목동),SK에너지,"1,679","1,563",Y,Y,N,N
양천구,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),SK에너지,"1,692","1,530",Y,Y,N,N
양천구,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),HD현대오일뱅크,"1,699","1,559",N,Y,N,N
양천구,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),HD현대오일뱅크,"1,699","1,599",Y,Y,N,Y
양천구,신양주유소,서울 양천구 지양로 67,SK에너지,"1,799","1,664",N,Y,N,N
양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,HD현대오일뱅크,"1,799","1,699",Y,Y,N,N
영등포구,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,S-OIL,"1,598","1,484",N,N,N,N
영등포구,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),SK에너지,"1,599","1,485",Y,Y,N,N
영등포구,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,"1,599","1,469",Y,N,N,N
영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,HD현대오일뱅크,"1,599","1,469",Y,Y,N,N
영등포구,(주)MS오일,서울 영등포구 대림로 230,HD현대오일뱅크,"1,599","1,485",N,Y,N,N
영등포구,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),SK에너지,"1,599","1,469",Y,Y,N,N
영등포구,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),GS칼텍스,"1,599","1,469",Y,Y,N,Y
영등포구,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),GS칼텍스,"1,599","1,485",Y,Y,N,Y
영등포구,성락주유소,서울 영등포구 가마산로 414 (신길동),S-OIL,"1,599","1,469",Y,Y,N,N
영등포구,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,"1,599","1,469",Y,Y,Y,Y
영등포구,(주)강서오일,서울 영등포구 도신로 151,HD현대오일뱅크,"1,599","1,469",Y,N,N,Y
영등포구,씨앤에스유통(주) 한일주유소,서울 영등포구 도림로 486 (문래동3가),S-OIL,"1,628","1,498",Y,Y,N,N
영등포구,㈜지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),GS칼텍스,"1,629","1,479",N,Y,N,N
영등포구,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,GS칼텍스,"1,629","1,494",N,Y,N,N
영등포구,HD현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,HD현대오일뱅크,"1,638","1,514",Y,N,N,N
영등포구,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),SK에너지,"1,639","1,499",N,Y,N,N
영등포구,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,GS칼텍스,"1,684","1,549",Y,N,N,N
영등포구,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),GS칼텍스,"1,719","1,609",Y,Y,N,N
영등포구,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,"1,719","1,609",Y,Y,N,Y
영등포구,선유도주유소,서울 영등포구 양평로 141 (양평동5가),S-OIL,"1,729","1,619",Y,Y,N,N
영등포구,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,SK에너지,"1,738","1,619",Y,Y,Y,Y
영등포구,국회대로주유소,서울 영등포구 국회대로 746 (여의도동),HD현대오일뱅크,"1,769","1,659",Y,Y,N,N
영등포구,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),GS칼텍스,"1,998","1,897",N,N,N,N
영등포구,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),SK에너지,"2,145","1,995",N,Y,N,N
영등포구,KH에너지㈜직영 KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),SK에너지,"2,195","2,189",N,Y,N,N
영등포구,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,GS칼텍스,"2,255","2,195",N,Y,Y,Y
용산구,HD현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),HD현대오일뱅크,"1,892","1,848",N,Y,N,N
용산구,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),GS칼텍스,"2,099","1,988",N,N,Y,N
용산구,HD현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),HD현대오일뱅크,"2,109","1,999",N,Y,N,N
용산구,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,"2,158","2,025",N,Y,N,N
용산구,(주)남경주유소,서울 용산구 녹사평대로11길 24,SK에너지,"2,164","2,070",N,Y,N,Y
용산구,동자동주유소,서울 용산구 한강대로104길 6 (동자동),SK에너지,"2,291","2,048",N,Y,N,N
용산구,HD현대오일뱅크㈜직영 갈월동주유소,서울특별시 용산구 한강대로 322 (남영동),HD현대오일뱅크,"2,291","2,049",N,Y,N,N
용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,"2,297","2,197",N,N,N,N
용산구,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,"2,297","2,197",N,Y,N,N
용산구,HD현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),HD현대오일뱅크,"2,301","2,039",N,Y,N,N
용산구,한석주유소,서울 용산구 이촌로 164,SK에너지,"2,313","2,186",N,Y,N,Y
용산구,서계주유소,서울 용산구 청파로 367 (청파동),GS칼텍스,"2,971","2,940",N,Y,N,N
은평구,불광주유소,서울 은평구 연서로 314,HD현대오일뱅크,"1,573","1,433",Y,Y,N,N
은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151,HD현대오일뱅크,"1,573","1,433",N,Y,N,N
은평구,㈜한화미 구파발주유소,서울 은평구 통일로 1031,S-OIL,"1,573","1,433",Y,N,N,N
은평구,박석고개주유소,서울 은평구 통일로 945 (갈현동),SK에너지,"1,573","1,433",Y,Y,N,Y
은평구,(주)아이에스피에너지(서울서부고속주유소),서울 은평구 응암로 163,HD현대오일뱅크,"1,613","1,493",Y,N,N,N
은평구,타이거주유소,서울 은평구 수색로 188 (증산동),SK에너지,"1,614","1,504",Y,Y,N,N
은평구,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,S-OIL,"1,619","1,514",Y,N,N,N
은평구,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),GS칼텍스,"1,619","1,509",Y,Y,N,N
은평구,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),GS칼텍스,"1,624","1,518",Y,Y,N,N
은평구,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),GS칼텍스,"1,624","1,518",Y,Y,N,Y
은평구,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),GS칼텍스,"1,633","1,524",Y,Y,N,N
은평구,대성산업㈜ 대성주유소,서울 은평구 통일로 642,GS칼텍스,"1,635","1,483",Y,Y,N,Y
은평구,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),HD현대오일뱅크,"1,635","1,525",Y,Y,N,N
은평구,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),자가상표,"1,773","1,623",N,Y,N,N
종로구,HD현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),HD현대오일뱅크,"1,630","1,579",Y,N,N,N
종로구,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,SK에너지,"1,675","1,575",Y,N,N,N
종로구,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),HD현대오일뱅크,"1,730","1,649",Y,Y,N,N
종로구,자하문주유소,서울 종로구 자하문로 248 (부암동),SK에너지,"1,795","1,675",Y,Y,N,N
종로구,안풍주유소,서울 종로구 자하문로 303,S-OIL,"1,799","1,695",N,Y,N,N
종로구,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),S-OIL,"1,850","1,720",N,Y,N,N
종로구,㈜북악주유소,서울 종로구 평창문화로 137,GS칼텍스,"1,889","1,799",Y,Y,N,N
종로구,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65,GS칼텍스,"2,325","2,165",N,N,N,N
중구,다산주유소,서울 중구 다산로 233,S-OIL,"1,584","1,454",Y,N,N,N
중구,진심self주유소,서울 중구 왕십리로 403,S-OIL,"1,589","1,459",Y,Y,N,Y
중구,장충드림주유소,서울 중구 동호로 296,S-OIL,"1,745","1,625",Y,Y,N,N
중구,약수주유소,서울 중구 다산로 173,SK에너지,"1,749","1,638",Y,Y,N,Y
중구,HD현대오일뱅크㈜직영 장원주유소,서울 중구 동호로 203 (신당동),HD현대오일뱅크,"1,855","1,748",N,N,N,N
중구,SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),SK에너지,"1,940","1,877",N,N,N,N
중구,장충주유소,서울 중구 장충단로 202 (장충동1가),SK에너지,"2,138","1,998",N,Y,N,Y
중구,신당동주유소,서울 중구 다산로 242 (신당동),SK에너지,"2,148","1,998",N,Y,N,Y
중구,필동주유소,서울 중구 퇴계로 196,GS칼텍스,"2,509","2,379",N,N,N,Y
중구,서남주유소,서울 중구 통일로 30,SK에너지,"2,757","2,627",N,Y,N,Y
중랑구,오천만주유소,서울 중랑구 동일로 547 (면목동),S-OIL,"1,587","1,457",Y,Y,N,N
중랑구,우림주유소,서울 중랑구 용마산로 487 (망우제3동),GS칼텍스,"1,588","1,458",Y,Y,N,N
중랑구,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),S-OIL,"1,589","1,459",Y,Y,N,N
중랑구,대양주유소,서울 중랑구 봉우재로 105 (상봉동),GS칼텍스,"1,589","1,459",Y,Y,N,N
중랑구,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),HD현대오일뱅크,"1,589","1,459",Y,N,N,N
중랑구,대원주유소,서울 중랑구 동일로 600,GS칼텍스,"1,589","1,459",Y,Y,N,N
중랑구,면목SELF주유소,서울 중랑구 동일로 627 (면목동),SK에너지,"1,589","1,459",Y,Y,N,N
중랑구,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170,S-OIL,"1,617","1,477",Y,Y,N,N
중랑구,신내주유소,서울 중랑구 용마산로 705 (신내동),SK에너지,"1,678","1,549",Y,Y,N,N
중랑구,범아주유소,서울 중랑구 동일로 881,S-OIL,"1,695","1,539",N,Y,N,N
중랑구,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),SK에너지,"1,698","1,598",Y,Y,N,Y
중랑구,용마로주유소,서울 중랑구 용마산로 309 (면목동),SK에너지,"1,698","1,598",Y,Y,N,N
